Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
bc2_R941.10.fq.seed1.ont.fa	bacillales_odb10	90.0	89.1	0.9	7.1	2.9	450	1216572	1216572	0.000%	13
bc2_R941.50.fq.seed3.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.1	0.5	450	5357708	5357708	0.000%	12
bc2_simplex.100.fq.seed5.ont.fa	bacillales_odb10	99.6	97.8	1.8	0.2	0.2	450	5353911	5353911	0.000%	122
bc2_simplex.20.fq.seed2.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5162991	5162991	0.000%	4
bc2_R941.90.fq.seed3.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.9	0.2	450	5357726	5357726	0.000%	10
bc2_R941.60.fq.seed1.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358186	5358186	0.000%	2
bc2_R941.90.fq.seed5.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.7	0.4	450	5357711	5357711	0.000%	5
bc2_R941.120.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358199	5358199	0.000%	11
bc2_R941.10.fq.seed2.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	493511	493511	0.000%	15
bc2_R941.100.fq.seed2.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357729	5357729	0.000%	6
bc2_simplex.30.fq.seed3.ont.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5350437	5350437	0.000%	14
bc2_R941.70.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358218	5358218	0.000%	3
bc2_R941.70.fq.seed3.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358183	5358183	0.000%	6
bc2_simplex.70.fq.seed1.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5337389	5337389	0.000%	8
bc2_R941.40.fq.seed5.ont.fa	bacillales_odb10	98.7	97.6	1.1	1.1	0.2	450	5357684	5357684	0.000%	2
bc2_R941.110.fq.seed1.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358182	5358182	0.000%	2
bc2_simplex.90.fq.seed5.ont.fa	bacillales_odb10	99.6	97.8	1.8	0.2	0.2	450	5350443	5350443	0.000%	110
bc2_simplex.10.fq.seed4.ont.fa	bacillales_odb10	95.1	94.0	1.1	3.6	1.3	450	167593	167593	0.000%	56
bc2_R941.100.fq.seed3.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358186	5358186	0.000%	6
bc2_R941.110.fq.seed2.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.9	0.2	450	5357686	5357686	0.000%	12
bc2_R941.50.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.2	0.5	450	5358193	5358193	0.000%	2
bc2_R941.110.fq.seed5.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358186	5358186	0.000%	2
bc2_R941.70.fq.seed2.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.6	0.2	450	5357739	5357739	0.000%	4
bc2_simplex.20.fq.seed2.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.3	0.3	450	5162950	5162950	0.000%	8
bc2_simplex.10.fq.seed3.ngs.fa	bacillales_odb10	99.1	97.8	1.3	0.4	0.5	450	212287	212287	0.000%	49
bc2_simplex.100.fq.seed4.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358194	5358194	0.000%	6
bc2_simplex.80.fq.seed4.ont.fa	bacillales_odb10	99.5	98.2	1.3	0.2	0.3	450	5351864	5351864	0.000%	102
bc2_R941.80.fq.seed2.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357708	5357708	0.000%	10
bc2_R941.20.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5357195	5357195	0.000%	2
bc2_R941.10.fq.seed5.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.4	0.5	450	884054	884054	0.000%	12
bc2_R941.100.fq.seed5.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358187	5358187	0.000%	2
bc2_simplex.30.fq.seed4.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358157	5358157	0.000%	12
bc2_R941.90.fq.seed5.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358179	5358179	0.000%	2
bc2_R941.20.fq.seed4.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358176	5358176	0.000%	3
bc2_R941.40.fq.seed1.ont.fa	bacillales_odb10	98.7	97.6	1.1	0.9	0.4	450	5350434	5350434	0.000%	7
bc2_simplex.100.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	5353936	5353936	0.000%	10
bc2_simplex.90.fq.seed3.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5348177	5348177	0.000%	10
bc2_simplex.90.fq.seed2.ont.fa	bacillales_odb10	99.6	97.8	1.8	0.2	0.2	450	5353910	5353910	0.000%	123
bc2_simplex.110.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5353940	5353940	0.000%	9
