Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
kp1_R941.70.fq.seed3.ngs.fa	enterobacterales_odb10	97.8	97.3	0.5	0.9	1.3	440	5324888	5324888	0.000%	4
kp1_simplex.90.fq.seed3.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324830	5324830	0.000%	4
kp1_simplex.100.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324878	5324878	0.000%	4
kp1_R941.10.fq.seed3.ont.fa	enterobacterales_odb10	86.1	85.9	0.2	9.5	4.4	440	1276953	1276953	0.000%	6
kp1_R941.90.fq.seed4.ont.fa	enterobacterales_odb10	97.5	97.0	0.5	1.1	1.4	440	5324253	5324253	0.000%	4
kp1_R941.120.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324883	5324883	0.000%	4
kp1_simplex.50.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324877	5324877	0.000%	4
kp1_R941.40.fq.seed3.ont.fa	enterobacterales_odb10	97.5	97.0	0.5	1.4	1.1	440	5324193	5324193	0.000%	4
kp1_simplex.40.fq.seed2.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324817	5324817	0.000%	4
kp1_R941.40.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324864	5324864	0.000%	3
kp1_R941.40.fq.seed5.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324880	5324880	0.000%	4
kp1_simplex.60.fq.seed1.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324882	5324882	0.000%	4
kp1_simplex.90.fq.seed3.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324889	5324889	0.000%	4
kp1_R941.90.fq.seed2.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.6	1.3	440	5324242	5324242	0.000%	4
kp1_R941.70.fq.seed5.ont.fa	enterobacterales_odb10	97.8	97.3	0.5	0.9	1.3	440	5324271	5324271	0.000%	4
kp1_simplex.30.fq.seed2.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	0.5	1.3	440	5324808	5324808	0.000%	4
kp1_simplex.20.fq.seed4.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324884	5324884	0.000%	3
kp1_simplex.110.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5323324	5323324	0.000%	4
kp1_R941.20.fq.seed2.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324863	5324863	0.000%	3
kp1_R941.50.fq.seed5.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324881	5324881	0.000%	4
kp1_simplex.110.fq.seed2.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324829	5324829	0.000%	5
kp1_R941.100.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324872	5324872	0.000%	4
kp1_simplex.50.fq.seed5.ngs.fa	enterobacterales_odb10	97.8	97.3	0.5	1.1	1.1	440	5324482	5324482	0.000%	5
kp1_simplex.40.fq.seed5.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324354	5324354	0.000%	4
kp1_simplex.40.fq.seed3.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324816	5324816	0.000%	4
kp1_simplex.30.fq.seed5.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	0.5	1.3	440	5324676	5324676	0.000%	4
kp1_R941.110.fq.seed4.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324886	5324886	0.000%	4
kp1_R941.100.fq.seed2.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.4	1.3	440	5329652	5329652	0.000%	4
kp1_simplex.30.fq.seed1.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	0.5	1.3	440	5324782	5324782	0.000%	4
kp1_simplex.100.fq.seed3.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324831	5324831	0.000%	4
kp1_R941.60.fq.seed1.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.6	1.1	440	5324244	5324244	0.000%	4
kp1_R941.120.fq.seed1.ont.fa	enterobacterales_odb10	96.6	96.1	0.5	1.8	1.6	440	5324205	5324205	0.000%	4
kp1_simplex.110.fq.seed3.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324833	5324833	0.000%	5
kp1_R941.10.fq.seed5.ont.fa	enterobacterales_odb10	79.8	79.3	0.5	10.7	9.5	440	3382469	3382469	0.000%	4
kp1_simplex.10.fq.seed1.ont.fa	enterobacterales_odb10	92.3	91.8	0.5	4.5	3.2	440	5323135	5323135	0.000%	3
kp1_R941.110.fq.seed2.ont.fa	enterobacterales_odb10	96.9	96.4	0.5	1.8	1.3	440	5324239	5324239	0.000%	4
kp1_R941.40.fq.seed3.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324869	5324869	0.000%	4
kp1_simplex.60.fq.seed3.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324823	5324823	0.000%	4
kp1_R941.80.fq.seed5.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.6	1.3	440	5324239	5324239	0.000%	4
kp1_simplex.20.fq.seed1.ont.fa	enterobacterales_odb10	98.0	97.5	0.5	0.7	1.3	440	5324729	5324729	0.000%	4
kp1_R941.110.fq.seed3.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.6	1.3	440	5324199	5324199	0.000%	4
kp1_simplex.40.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324876	5324876	0.000%	4
kp1_simplex.80.fq.seed5.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324836	5324836	0.000%	4
kp1_R941.30.fq.seed3.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324865	5324865	0.000%	4
kp1_simplex.110.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324883	5324882	0.000%	4
