Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
sau_simplex.60.fq.seed4.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847218	2847218	0.000%	2
sau_simplex.50.fq.seed5.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847222	2847222	0.000%	2
sau_R941.40.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847219	2847219	0.000%	2
sau_simplex.20.fq.seed1.ont.fa	bacillales_odb10	98.9	98.9	0.0	0.4	0.7	450	820227	820227	0.000%	4
sau_R941.30.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847217	2847217	0.000%	2
sau_R941.100.fq.seed5.ont.fa	bacillales_odb10	97.8	97.1	0.7	1.3	0.9	450	2847096	2847096	0.000%	17
sau_R941.80.fq.seed5.ont.fa	bacillales_odb10	98.4	98.4	0.0	1.1	0.5	450	2847101	2847101	0.000%	14
sau_simplex.100.fq.seed4.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847211	2847211	0.000%	8
sau_R941.30.fq.seed2.ont.fa	bacillales_odb10	98.4	98.4	0.0	0.4	1.2	450	2847070	2847070	0.000%	2
sau_simplex.70.fq.seed1.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847213	2847213	0.000%	3
sau_simplex.110.fq.seed1.ont.fa	bacillales_odb10	99.3	99.3	0.0	0.4	0.3	450	2847211	2847211	0.000%	4
sau_simplex.10.fq.seed1.ont.fa	bacillales_odb10	86.7	86.7	0.0	4.4	8.9	450	614488	614488	0.000%	16
sau_simplex.30.fq.seed5.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847218	2847218	0.000%	2
sau_simplex.60.fq.seed2.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847222	2847222	0.000%	2
sau_R941.20.fq.seed1.ont.fa	bacillales_odb10	96.2	96.2	0.0	2.9	0.9	450	2847054	2847054	0.000%	2
sau_R941.100.fq.seed2.ont.fa	bacillales_odb10	99.5	99.1	0.4	0.4	0.1	450	2847111	2847111	0.000%	20
sau_simplex.10.fq.seed5.ont.fa	bacillales_odb10	92.2	92.2	0.0	4.2	3.6	450	263319	263319	0.000%	17
sau_simplex.70.fq.seed5.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847215	2847215	0.000%	2
sau_simplex.90.fq.seed2.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847211	2847211	0.000%	6
sau_R941.50.fq.seed3.ont.fa	bacillales_odb10	98.7	98.7	0.0	0.9	0.4	450	2847123	2847123	0.000%	7
sau_simplex.90.fq.seed1.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847207	2847207	0.000%	3
sau_R941.10.fq.seed2.ont.fa	bacillales_odb10	84.4	84.4	0.0	7.1	8.5	450	356235	356235	0.000%	14
sau_simplex.120.fq.seed2.ont.fa	bacillales_odb10	99.3	99.3	0.0	0.4	0.3	450	2847211	2847211	0.000%	8
sau_R941.60.fq.seed1.ont.fa	bacillales_odb10	99.3	99.1	0.2	0.4	0.3	450	2847123	2847123	0.000%	6
sau_R941.70.fq.seed1.ont.fa	bacillales_odb10	98.7	98.0	0.7	1.1	0.2	450	2847122	2847122	0.000%	12
sau_R941.100.fq.seed1.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847216	2847216	0.000%	2
sau_R941.110.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847221	2847221	0.000%	4
sau_simplex.120.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847222	2847222	0.000%	3
sau_simplex.50.fq.seed4.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847220	2847220	0.000%	2
sau_R941.80.fq.seed3.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847220	2847220	0.000%	2
sau_R941.20.fq.seed4.ont.fa	bacillales_odb10	96.9	96.9	0.0	2.0	1.1	450	2847829	2847829	0.000%	2
sau_simplex.20.fq.seed3.ont.fa	bacillales_odb10	98.9	98.9	0.0	0.4	0.7	450	2847222	2847222	0.000%	2
sau_R941.10.fq.seed4.ont.fa	bacillales_odb10	86.7	86.7	0.0	9.3	4.0	450	892247	892247	0.000%	8
sau_simplex.120.fq.seed5.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847212	2847212	0.000%	8
sau_simplex.20.fq.seed1.ngs.fa	bacillales_odb10	99.1	99.1	0.0	0.7	0.2	450	820233	820233	0.000%	4
sau_simplex.120.fq.seed1.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847222	2847222	0.000%	2
