Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
kp1_R941.40.fq.seed3.ngs	4	4	4	4	3	3	5658471	5658471	5658471	5658471	5648411	5648411	4	5324869	5658471	5406825	57.15	57.50	5324869	5324869	5324869	5324869	5021233.7	5254933.4	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328235	98.486	1.001	0.00	0.02	0.73	5324867	5330234	5324867	5324867	5324867	5324867	5010932.5	5244152.8	1	1	1	1
kp1_R941.40.fq.seed3.ont	4	4	4	4	3	3	5657727	5657727	5657727	5657727	5647669	5647669	4	5324193	5657727	5406825	57.15	57.50	5324193	5324193	5324193	5324193	5020617.8	5253598.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328167	98.486	1.001	0.00	0.45	12.40	5324191	5329558	5324191	5324191	5324191	5324191	5010319.1	5242821.4	1	1	1	1
kp1_R941.40.fq.seed4.ngs	4	4	4	4	3	3	5667538	5667538	5667538	5667538	5648408	5648408	4	5324869	5667538	5406825	57.14	57.50	5324869	5324869	5324869	5324869	5013247.3	5254982.3	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	337302	98.486	1.001	0.00	0.04	0.68	5324869	5330236	5324869	5324869	5324869	5324869	5002919.7	5244156.7	1	1	1	1
kp1_R941.40.fq.seed4.ont	4	4	4	4	3	3	5666785	5666785	5666785	5666785	5647661	5647661	4	5324181	5666785	5406825	57.14	57.50	5324181	5324181	5324181	5324181	5012617.1	5253623.6	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	337238	98.486	1.001	0.00	0.45	12.42	5324181	5329547	5324181	5324181	5324181	5324181	5002291.6	5242801.7	1	1	1	1
kp1_R941.40.fq.seed5.ngs	4	4	4	4	3	3	5660457	5660457	5660457	5660457	5648423	5648423	4	5324880	5660457	5406825	57.14	57.50	5324880	5324880	5324880	5324880	5019500.4	5254963.2	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	330210	98.486	1.001	0.00	0.04	0.66	5324880	5330247	5324880	5324880	5324880	5324880	5009198.9	5244178.4	1	1	1	1
kp1_R941.40.fq.seed5.ont	4	4	4	4	3	3	5659840	5659840	5659840	5659840	5647666	5647666	4	5324195	5659840	5406825	57.14	57.50	5324195	5324195	5324195	5324195	5018755.3	5253610.4	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	330279	98.486	1.001	0.00	0.54	12.52	5324195	5329561	5324195	5324195	5324195	5324195	5008456.1	5242829.3	1	1	1	1
kp1_R941.50.fq.seed1.ngs	4	4	4	4	3	3	5663237	5663237	5663237	5663237	5648416	5648416	4	5324872	5663237	5406825	57.14	57.50	5324872	5324872	5324872	5324872	5017034.7	5254961.4	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	332998	98.486	1.001	0.00	0.08	0.79	5324872	5330239	5324872	5324872	5324872	5324872	5006724.9	5244162.6	1	1	1	1
kp1_R941.50.fq.seed1.ont	4	4	4	4	3	3	5662529	5662529	5662529	5662529	5647725	5647725	4	5324254	5662529	5406825	57.14	57.50	5324254	5324254	5324254	5324254	5016495.6	5253739.8	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	332909	98.486	1.001	0.00	0.28	11.13	5324254	5329620	5324254	5324254	5324254	5324254	5006188.7	5242945.4	1	1	1	1
kp1_R941.50.fq.seed2.ngs	4	4	4	4	3	3	5658454	5658454	5658454	5658454	5648394	5648394	4	5324858	5658454	5406825	57.15	57.50	5324858	5324858	5324858	5324858	5021227.9	5254911.5	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328229	98.486	1.001	0.00	0.04	0.86	5324857	5330224	5324857	5324857	5324857	5324857	5010928.8	5244133.1	1	1	1	1
kp1_R941.50.fq.seed2.ont	4	4	4	4	3	3	5657734	5657734	5657734	5657734	5647680	5647680	4	5324209	5657734	5406825	57.15	57.50	5324209	5324209	5324209	5324209	5020641.6	5253629.4	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328158	98.486	1.001	0.00	0.28	11.52	5324208	5329575	5324208	5324208	5324208	5324208	5010344.9	5242854.9	1	1	1	1
kp1_R941.50.fq.seed3.ngs	4	4	4	4	3	3	5668575	5668575	5668575	5668575	5648423	5648423	4	5324880	5668575	5406825	57.14	57.50	5324880	5324880	5324880	5324880	5012358.1	5255011.6	1	1	1	1	1	1	5324880	0	0	0	1	2 + 1 part	338328	98.486	1.001	0.00	0.02	0.81	5324880	5330247	5324880	5324880	5324880	5324880	5002025.2	5244178.4	1	1	1	1
kp1_R941.50.fq.seed3.ont	4	4	4	4	3	3	5667862	5667862	5667862	5667862	5647714	5647714	4	5324240	5667862	5406825	57.14	57.50	5324240	5324240	5324240	5324240	5011782.2	5253746.9	1	1	1	1	1	1	5324240	0	0	0	1	2 + 1 part	338255	98.486	1.001	0.00	0.32	11.54	5324240	5329607	5324240	5324240	5324240	5324240	5001452.0	5242917.9	1	1	1	1
kp1_R941.50.fq.seed4.ngs	4	4	4	4	3	3	5658476	5658476	5658476	5658476	5648416	5648416	4	5324876	5658476	5406825	57.15	57.50	5324876	5324876	5324876	5324876	5021242.4	5254947.2	1	1	1	1	1	1	5324876	0	0	0	1	2 + 1 part	328233	98.511	1.001	0.00	0.04	0.71	5324876	5330243	5324876	5324876	5324876	5324876	5010945.0	5244170.5	1	1	1	1
kp1_R941.50.fq.seed4.ont	4	4	4	4	3	3	5657779	5657779	5657779	5657779	5647722	5647722	4	5324252	5657779	5406825	57.15	57.50	5324252	5324252	5324252	5324252	5020682.4	5253713.8	1	1	1	1	1	1	5324252	0	0	0	1	2 + 1 part	328160	98.511	1.001	0.00	0.28	11.35	5324252	5329619	5324252	5324252	5324252	5324252	5010387.9	5242941.5	1	1	1	1
kp1_R941.50.fq.seed5.ngs	4	4	4	4	3	3	5660657	5660657	5660657	5660657	5648422	5648422	4	5324881	5660657	5406825	57.14	57.50	5324881	5324881	5324881	5324881	5019325.8	5254966.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	330409	98.486	1.001	0.00	0.02	0.69	5324881	5330248	5324881	5324881	5324881	5324881	5009023.8	5244180.4	1	1	1	1
kp1_R941.50.fq.seed5.ont	4	4	4	4	3	3	5659914	5659914	5659914	5659914	5647690	5647690	4	5324220	5659914	5406825	57.14	57.50	5324220	5324220	5324220	5324220	5018737.0	5253659.9	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	330328	98.486	1.001	0.00	0.30	11.71	5324220	5329586	5324220	5324220	5324220	5324220	5008437.7	5242878.5	1	1	1	1
kp1_R941.60.fq.seed1.ngs	4	4	4	4	3	3	5663255	5663255	5663255	5663255	5648418	5648418	4	5324872	5663255	5406825	57.14	57.50	5324872	5324872	5324872	5324872	5017019.0	5254961.6	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	333016	98.486	1.001	0.00	0.06	0.86	5324872	5330239	5324872	5324872	5324872	5324872	5006709.0	5244162.6	1	1	1	1
kp1_R941.60.fq.seed1.ont	4	4	4	4	3	3	5662540	5662540	5662540	5662540	5647711	5647711	4	5324244	5662540	5406825	57.14	57.50	5324244	5324244	5324244	5324244	5016466.9	5253720.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	332930	98.486	1.001	0.00	0.28	11.18	5324244	5329610	5324244	5324244	5324244	5324244	5006160.1	5242925.8	1	1	1	1
kp1_R941.60.fq.seed2.ngs	4	4	4	4	3	3	5658479	5658479	5658479	5658479	5648419	5648419	4	5324880	5658479	5406825	57.15	57.50	5324880	5324880	5324880	5324880	5021247.2	5254955.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328232	98.486	1.001	0.00	0.04	0.94	5324880	5330247	5324880	5324880	5324880	5324880	5010949.9	5244178.4	1	1	1	1
kp1_R941.60.fq.seed2.ont	4	4	4	4	3	3	5657782	5657782	5657782	5657782	5647722	5647722	4	5324253	5657782	5406825	57.15	57.50	5324253	5324253	5324253	5324253	5020681.6	5253715.8	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328162	98.486	1.001	0.00	0.26	11.13	5324253	5329620	5324253	5324253	5324253	5324253	5010387.1	5242943.5	1	1	1	1
kp1_R941.60.fq.seed3.ngs	4	4	4	4	3	3	5658478	5658478	5658478	5658478	5648418	5648418	4	5324876	5658478	5406825	57.15	57.50	5324876	5324876	5324876	5324876	5021240.7	5254947.2	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328235	98.486	1.001	0.00	0.04	0.81	5324876	5330243	5324876	5324876	5324876	5324876	5010943.3	5244170.5	1	1	1	1
kp1_R941.60.fq.seed3.ont	4	4	4	4	3	3	5657784	5657784	5657784	5657784	5647724	5647724	4	5324253	5657784	5406825	57.15	57.50	5324253	5324253	5324253	5324253	5020680.0	5253716.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328165	98.486	1.001	0.00	0.17	11.28	5324253	5329619	5324253	5324253	5324253	5324253	5010385.3	5242943.5	1	1	1	1
kp1_R941.60.fq.seed4.ngs	3	3	3	3	3	3	5658412	5658412	5658412	5658412	5658412	5658412	3	5324866	5658412	5406825	57.15	57.50	5324866	5324866	5324866	5324866	5022043.2	5255725.8	1	1	1	1	1	1	5324866	0	0	0	1	1 + 1 part	328178	98.486	1.001	0.02	0.06	0.68	5324866	5330233	5324866	5324866	5324866	5324866	5010982.9	5244150.8	1	1	1	1
kp1_R941.60.fq.seed4.ont	3	3	3	3	3	3	5657758	5657758	5657758	5657758	5657758	5657758	3	5324253	5657758	5406825	57.15	57.50	5324253	5324253	5324253	5324253	5021468.2	5254516.7	1	1	1	1	1	1	5324253	0	0	0	1	1 + 1 part	328138	98.486	1.001	0.00	0.09	11.13	5324253	5329620	5324253	5324253	5324253	5324253	5010408.3	5242943.5	1	1	1	1
kp1_R941.60.fq.seed5.ngs	4	4	4	4	3	3	5658468	5658468	5658468	5658468	5648408	5648408	4	5324871	5658468	5406825	57.15	57.50	5324871	5324871	5324871	5324871	5021240.0	5254937.2	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328230	98.486	1.001	0.00	0.08	0.73	5324871	5330238	5324871	5324871	5324871	5324871	5010942.7	5244160.7	1	1	1	1
kp1_R941.60.fq.seed5.ont	4	4	4	4	3	3	5657776	5657776	5657776	5657776	5647722	5647722	4	5324255	5657776	5406825	57.15	57.50	5324255	5324255	5324255	5324255	5020690.6	5253719.7	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328155	98.486	1.001	0.00	0.24	11.01	5324255	5329621	5324255	5324255	5324255	5324255	5010396.2	5242947.4	1	1	1	1
kp1_R941.70.fq.seed1.ngs	4	4	4	4	3	3	5658488	5658488	5658488	5658488	5648428	5648428	4	5324882	5658488	5406825	57.15	57.50	5324882	5324882	5324882	5324882	5021243.3	5254959.2	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328239	98.486	1.001	0.00	0.08	0.71	5324882	5330249	5324882	5324882	5324882	5324882	5010945.7	5244182.3	1	1	1	1
kp1_R941.70.fq.seed1.ont	4	4	4	4	3	3	5657773	5657773	5657773	5657773	5647722	5647722	4	5324256	5657773	5406825	57.15	57.50	5324256	5324256	5324256	5324256	5020695.1	5253721.6	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328151	98.486	1.001	0.00	0.17	11.01	5324256	5329622	5324256	5324256	5324256	5324256	5010400.7	5242949.4	1	1	1	1
kp1_R941.70.fq.seed2.ngs	4	4	4	4	3	3	5658479	5658479	5658479	5658479	5648419	5648419	4	5324881	5658479	5406825	57.15	57.50	5324881	5324881	5324881	5324881	5021249.1	5254956.9	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328231	98.486	1.001	0.00	0.06	0.86	5324881	5330248	5324881	5324881	5324881	5324881	5010951.8	5244180.4	1	1	1	1
kp1_R941.70.fq.seed2.ont	4	4	4	4	3	3	5657775	5657775	5657775	5657775	5647717	5647717	4	5324247	5657775	5406825	57.15	57.50	5324247	5324247	5324247	5324247	5020676.6	5253704.1	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328161	98.486	1.001	0.00	0.15	11.22	5324247	5329614	5324247	5324247	5324247	5324247	5010382.0	5242931.7	1	1	1	1
kp1_R941.70.fq.seed3.ngs	4	4	4	4	3	3	5658486	5658486	5658486	5658486	5648426	5648426	4	5324888	5658486	5406825	57.15	57.50	5324888	5324888	5324888	5324888	5021256.0	5254970.7	1	1	1	1	1	1	5324888	0	0	0	1	2 + 1 part	328231	98.511	1.001	0.00	0.04	0.90	5324888	5330255	5324888	5324888	5324888	5324888	5010958.8	5244194.2	1	1	1	1
kp1_R941.70.fq.seed3.ont	4	4	4	4	3	3	5657776	5657776	5657776	5657776	5647716	5647716	4	5324249	5657776	5406825	57.15	57.50	5324249	5324249	5324249	5324249	5020679.5	5253708.0	1	1	1	1	1	1	5324249	0	0	0	1	2 + 1 part	328161	98.511	1.001	0.00	0.23	11.18	5324249	5329615	5324249	5324249	5324249	5324249	5010384.9	5242935.6	1	1	1	1
kp1_R941.70.fq.seed4.ngs	4	4	4	4	3	3	5658470	5658470	5658470	5658470	5648410	5648410	4	5324871	5658470	5406825	57.15	57.50	5324871	5324871	5324871	5324871	5021238.3	5254937.3	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328232	98.486	1.001	0.00	0.02	0.79	5324871	5330238	5324871	5324871	5324871	5324871	5010941.0	5244160.7	1	1	1	1
kp1_R941.70.fq.seed4.ont	4	4	4	4	3	3	5657780	5657780	5657780	5657780	5647724	5647724	4	5324264	5657780	5406825	57.15	57.50	5324264	5324264	5324264	5324264	5020703.6	5253737.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328149	98.486	1.001	0.00	0.13	10.92	5324264	5329631	5324264	5324264	5324264	5324264	5010409.6	5242965.1	1	1	1	1
kp1_R941.70.fq.seed5.ngs	4	4	4	4	3	3	5658488	5658488	5658488	5658488	5648428	5648428	4	5324886	5658488	5406825	57.15	57.50	5324886	5324886	5324886	5324886	5021250.7	5254967.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328235	98.486	1.001	0.00	0.09	0.68	5324886	5330253	5324886	5324886	5324886	5324886	5010953.2	5244190.2	1	1	1	1
kp1_R941.70.fq.seed5.ont	4	4	4	4	3	3	5657798	5657798	5657798	5657798	5647745	5647745	4	5324271	5657798	5406825	57.15	57.50	5324271	5324271	5324271	5324271	5020701.6	5253751.6	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328161	98.486	1.001	0.00	0.24	10.71	5324271	5329637	5324271	5324271	5324271	5324271	5010406.8	5242978.9	1	1	1	1
kp1_R941.80.fq.seed1.ngs	4	4	4	4	3	3	5658473	5658473	5658473	5658473	5648413	5648413	4	5324870	5658473	5406825	57.15	57.50	5324870	5324870	5324870	5324870	5021233.9	5254935.4	1	1	1	1	1	1	5324870	0	0	0	1	2 + 1 part	328236	98.486	1.001	0.00	0.04	0.60	5324870	5330237	5324870	5324870	5324870	5324870	5010936.4	5244158.7	1	1	1	1
kp1_R941.80.fq.seed1.ont	4	4	4	4	3	3	5657768	5657768	5657768	5657768	5647714	5647714	4	5324244	5657768	5406825	57.14	57.50	5324244	5324244	5324244	5324244	5020677.4	5253698.4	1	1	1	1	1	1	5324244	0	0	0	1	2 + 1 part	328158	98.486	1.001	0.00	0.23	11.13	5324244	5329610	5324244	5324244	5324244	5324244	5010382.5	5242925.8	1	1	1	1
kp1_R941.80.fq.seed2.ngs	4	4	4	4	3	3	5668487	5668487	5668487	5668487	5648416	5648416	4	5324874	5668487	5406825	57.14	57.50	5324874	5324874	5324874	5324874	5012424.1	5254999.2	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	338246	98.486	1.001	0.00	0.06	0.75	5324868	5330235	5324868	5324868	5324868	5324868	5002080.3	5244154.8	1	1	1	1
kp1_R941.80.fq.seed2.ont	4	4	4	4	3	3	5667781	5667781	5667781	5667781	5647715	5647715	4	5324248	5667781	5406825	57.14	57.50	5324248	5324248	5324248	5324248	5011868.0	5253761.7	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	338166	98.486	1.001	0.00	0.13	11.09	5324242	5329609	5324242	5324242	5324242	5324242	5001527.2	5242921.8	1	1	1	1
kp1_R941.80.fq.seed3.ngs	4	4	4	4	3	3	5658476	5658476	5658476	5658476	5648416	5648416	4	5324873	5658476	5406825	57.15	57.50	5324873	5324873	5324873	5324873	5021237.0	5254941.5	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328236	98.511	1.001	0.00	0.04	0.66	5324873	5330240	5324873	5324873	5324873	5324873	5010939.4	5244164.6	1	1	1	1
kp1_R941.80.fq.seed3.ont	4	4	4	4	3	3	5657799	5657799	5657799	5657799	5647739	5647739	4	5324281	5657799	5406825	57.15	57.50	5324281	5324281	5324281	5324281	5020718.8	5253770.5	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328151	98.511	1.001	0.00	0.24	10.60	5324281	5329648	5324281	5324281	5324281	5324281	5010424.7	5242998.6	1	1	1	1
kp1_R941.80.fq.seed4.ngs	4	4	4	4	3	3	5660791	5660791	5660791	5660791	5650731	5650731	4	5327189	5660791	5406825	57.15	57.50	5327189	5327189	5327189	5327189	5023541.5	5259504.1	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328235	98.529	1.001	0.00	0.02	0.75	5327189	5332556	5327189	5327189	5327189	5327189	5013248.2	5248727.4	1	1	1	1
kp1_R941.80.fq.seed4.ont	4	4	4	4	3	3	5660078	5660078	5660078	5660078	5650019	5650019	4	5326564	5660078	5406825	57.15	57.50	5326564	5326564	5326564	5326564	5022992.9	5258267.4	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328148	98.529	1.001	0.00	0.17	10.99	5326564	5331930	5326564	5326564	5326564	5326564	5012703.3	5247495.9	1	1	1	1
kp1_R941.80.fq.seed5.ngs	4	4	4	4	3	3	5658474	5658474	5658474	5658474	5648414	5648414	4	5324876	5658474	5406825	57.15	57.50	5324876	5324876	5324876	5324876	5021244.1	5254947.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328231	98.486	1.001	0.00	0.02	0.86	5324876	5330243	5324876	5324876	5324876	5324876	5010946.8	5244170.5	1	1	1	1
kp1_R941.80.fq.seed5.ont	4	4	4	4	3	3	5657762	5657762	5657762	5657762	5647705	5647705	4	5324239	5657762	5406825	57.15	57.50	5324239	5324239	5324239	5324239	5020673.0	5253688.3	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328157	98.486	1.001	0.00	0.17	11.31	5324239	5329605	5324239	5324239	5324239	5324239	5010378.5	5242915.9	1	1	1	1
kp1_R941.90.fq.seed1.ngs	4	4	4	4	3	3	5658425	5658425	5658425	5658425	5648364	5648364	4	5324823	5658425	5406825	57.15	57.50	5324823	5324823	5324823	5324823	5021188.0	5254842.9	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328234	98.485	1.001	0.00	0.02	0.75	5324823	5330191	5324823	5324823	5324823	5324823	5010890.5	5244066.1	1	1	1	1
kp1_R941.90.fq.seed1.ont	4	4	4	4	3	3	5657691	5657691	5657691	5657691	5647633	5647633	4	5324167	5657691	5406825	57.15	57.50	5324167	5324167	5324167	5324167	5020600.6	5253546.5	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328158	98.485	1.001	0.00	0.13	11.73	5324167	5329533	5324167	5324167	5324167	5324167	5010305.8	5242774.1	1	1	1	1
kp1_R941.90.fq.seed2.ngs	4	4	4	4	3	3	5658619	5658619	5658619	5658619	5648420	5648420	4	5324878	5658619	5406825	57.15	57.50	5324878	5324878	5324878	5324878	5021119.9	5254951.7	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328374	98.486	1.001	0.00	0.06	0.56	5324872	5330239	5324872	5324872	5324872	5324872	5010810.9	5244162.6	1	1	1	1
kp1_R941.90.fq.seed2.ont	4	4	4	4	3	3	5657897	5657897	5657897	5657897	5647698	5647698	4	5324242	5657897	5406825	57.14	57.50	5324242	5324242	5324242	5324242	5020558.7	5253694.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328288	98.486	1.001	0.00	0.08	11.31	5324236	5329603	5324236	5324236	5324236	5324236	5010253.3	5242910.0	1	1	1	1
kp1_R941.90.fq.seed3.ngs	4	4	4	4	3	3	5668461	5668461	5668461	5668461	5648413	5648413	4	5324873	5668461	5406825	57.14	57.50	5324873	5324873	5324873	5324873	5012444.9	5254996.8	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	338191	98.486	1.001	0.53	0.04	0.81	5324873	5330240	5324873	5324873	5324873	5324873	5002112.6	5244164.6	1	1	1	1
kp1_R941.90.fq.seed3.ont	4	4	4	4	3	3	5667754	5667754	5667754	5667754	5647707	5647707	4	5324248	5667754	5406825	57.14	57.50	5324248	5324248	5324248	5324248	5011891.3	5253761.1	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	338140	98.486	1.001	0.00	0.19	11.03	5324248	5329614	5324248	5324248	5324248	5324248	5001562.3	5242933.6	1	1	1	1
kp1_R941.90.fq.seed4.ngs	4	4	4	4	3	3	5658481	5658481	5658481	5658481	5648421	5648421	4	5324883	5658481	5406825	57.15	57.50	5324883	5324883	5324883	5324883	5021251.0	5254960.8	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328231	98.486	1.001	0.00	0.09	0.68	5324883	5330250	5324883	5324883	5324883	5324883	5010953.8	5244184.3	1	1	1	1
kp1_R941.90.fq.seed4.ont	4	4	4	4	3	3	5657764	5657764	5657764	5657764	5647708	5647708	4	5324253	5657764	5406825	57.14	57.50	5324253	5324253	5324253	5324253	5020697.0	5253715.2	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328145	98.486	1.001	0.00	0.17	10.92	5324253	5329619	5324253	5324253	5324253	5324253	5010403.0	5242943.5	1	1	1	1
kp1_R941.90.fq.seed5.ngs	4	4	4	4	3	3	5663905	5663905	5663905	5663905	5653845	5653845	4	5330305	5663905	5406825	57.15	57.50	5330305	5330305	5330305	5330305	5026642.7	5265646.0	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328233	98.611	1.001	0.00	0.07	0.84	5330305	5335672	5330305	5330305	5330305	5330305	5016355.2	5254869.4	1	1	1	1
kp1_R941.90.fq.seed5.ont	4	4	4	4	3	3	5663199	5663199	5663199	5663199	5653142	5653142	4	5329685	5663199	5406825	57.15	57.50	5329685	5329685	5329685	5329685	5026097.7	5264418.8	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328148	98.611	1.001	0.00	0.15	10.80	5329685	5335051	5329685	5329685	5329685	5329685	5015813.5	5253647.0	1	1	1	1
kp1_simplex.100.fq.seed1.ngs	4	4	4	4	3	3	5658486	5658486	5658486	5658486	5648426	5648426	4	5324882	5658486	5406825	57.15	57.50	5324882	5324882	5324882	5324882	5021245.0	5254959.1	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328237	98.486	1.001	0.00	0.02	0.62	5324882	5330249	5324882	5324882	5324882	5324882	5010947.5	5244182.3	1	1	1	1
kp1_simplex.100.fq.seed1.ont	6	6	6	5	3	3	5690208	5690208	5690208	5681014	5648357	5648357	6	5324822	5690208	5406825	57.06	57.50	5324822	5324822	5324822	5324822	4993244.2	5254950.5	1	1	1	1	0	0	0	0	0	0	1	4 + 1 part	360019	98.486	1.001	0.00	0.34	0.99	5324822	5330189	5324822	5324822	5324822	5324822	4982900.0	5244064.2	1	1	1	1
kp1_simplex.100.fq.seed2.ngs	4	4	4	4	3	3	5658489	5658489	5658489	5658489	5648429	5648429	4	5324882	5658489	5406825	57.15	57.50	5324882	5324882	5324882	5324882	5021242.5	5254959.3	1	1	1	1	0	0	0	0	0	0	1	2 + 1 part	328238	98.486	1.001	0.00	0.06	0.58	5324881	5330250	5324881	5324881	5324881	5324881	5010942.9	5244180.4	1	1	1	1
kp1_simplex.100.fq.seed2.ont	5	5	5	5	3	3	5676328	5676328	5676328	5676328	5648361	5648361	5	5324825	5676328	5406825	57.10	57.50	5324825	5324825	5324825	5324825	5005411.1	5254905.7	1	1	1	1	0	0	0	0	0	0	1	3 + 1 part	346136	98.486	1.001	0.00	0.28	1.01	5324824	5330191	5324824	5324824	5324824	5324824	4995088.1	5244068.1	1	1	1	1
kp1_simplex.100.fq.seed3.ngs	4	4	4	4	3	3	5666032	5666032	5666032	5666032	5648429	5648429	4	5324880	5666032	5406825	57.14	57.50	5324880	5324880	5324880	5324880	5014591.0	5254994.0	1	1	1	1	1	1	5324880	0	0	0	1	2 + 1 part	335785	98.511	1.001	0.00	0.04	0.49	5324880	5330247	5324880	5324880	5324880	5324880	5004270.2	5244178.4	1	1	1	1
kp1_simplex.100.fq.seed3.ont	4	4	4	4	3	3	5665969	5665969	5665969	5665969	5648366	5648366	4	5324831	5665969	5406825	57.14	57.50	5324831	5324831	5324831	5324831	5014553.9	5254896.8	1	1	1	1	1	1	5324831	0	0	0	1	2 + 1 part	335771	98.511	1.001	0.00	0.36	0.81	5324831	5330198	5324831	5324831	5324831	5324831	5004233.7	5244081.9	1	1	1	1
kp1_simplex.100.fq.seed4.ngs	4	4	4	4	3	3	5658482	5658482	5658482	5658482	5648422	5648422	4	5324880	5658482	5406825	57.15	57.50	5324880	5324880	5324880	5324880	5021244.7	5254955.1	1	1	1	1	1	1	5324880	0	0	0	1	2 + 1 part	328235	98.511	1.001	0.00	0.04	0.51	5324880	5330247	5324880	5324880	5324880	5324880	5010947.3	5244178.4	1	1	1	1
kp1_simplex.100.fq.seed4.ont	5	5	4	4	3	3	5662593	5662593	5658433	5658433	5648373	5648373	5	5324836	5662593	5406825	57.14	57.50	5324836	5324836	5324836	5324836	5017519.3	5254871.3	1	1	1	1	1	1	5324836	0	0	0	1	3 + 1 part	332390	98.511	1.001	0.00	0.23	0.73	5324836	5330203	5324836	5324836	5324836	5324836	5007226.6	5244091.7	1	1	1	1
kp1_simplex.100.fq.seed5.ngs	4	4	4	4	3	3	5658637	5658637	5658637	5658637	5648580	5648580	4	5324878	5658637	5406825	57.15	57.50	5324878	5324878	5324878	5324878	5021109.5	5254957.6	1	1	1	1	1	1	5324878	0	0	0	1	2 + 1 part	328392	98.511	1.001	0.00	0.08	0.47	5324878	5330245	5324878	5324878	5324878	5324878	5010806.2	5244174.5	1	1	1	1
kp1_simplex.100.fq.seed5.ont	4	4	4	4	3	3	5658580	5658580	5658580	5658580	5648523	5648523	4	5324833	5658580	5406825	57.15	57.50	5324833	5324833	5324833	5324833	5021074.8	5254868.3	1	1	1	1	1	1	5324833	0	0	0	1	2 + 1 part	328380	98.511	1.001	0.00	0.43	0.81	5324833	5330200	5324833	5324833	5324833	5324833	5010772.0	5244085.8	1	1	1	1
